effect,term,estimate,std.error,statistic,df,p.value,conf.low,conf.high
fixed,(Intercept),55.094526350336785,0.5739958741707166,95.9841853043541,423.4202759592321,1.893182887706997e-289,53.96629016180708,56.22276253886649
fixed,CYCLE2,3.015858714352683,0.7125306137340742,4.2326022997774535,1499.923849022045,2.450159695194112e-5,1.6181965446295001,4.413520884075866
fixed,CYCLE3,-0.63825246019103965,0.7656324002040654,-0.8336278088818146,1547.6838541396214,0.4046193848873296,-2.1400388448393586,0.8635339244572792
fixed,MONTH.L,-13.59002293718167,0.6540363504534054,-20.778696669933556,1445.3808648022823,4.027907140815831e-84,-14.872984968043964,-12.307060906319377
fixed,MONTH.Q,0.23419158686930358,0.6478513132343672,0.3614897154412069,1410.8125614687099,0.7177875203453407,-1.0366639310390346,1.505047104777642
fixed,MONTH.C,-2.7190109276089585,0.6475848447916445,-4.198694502314642,1410.7360906576005,2.852608285725882e-5,-3.989343787649072,-1.4486780675688449
fixed,MONTH^4,-0.4984516341240155,0.6452116063292039,-0.7725397826611513,1410.9191390416156,0.43992418201109795,-1.7641288970839355,0.7672256288359045
